0.136546263,0.093722388
0.541162037,0.675620585
0.305201624,0.160251998
0.591992103,0.514720232
0.504662551,0.385074512
0.423240993,0.610152435
0.662749744,0.582551379
0.436367723,0.842451692
0.182551066,0.126494842
0.185654017,0.250975935
0.443976884,0.401773131
0.590925304,0.680986604
0.109204428,0.095918143
0.209763727,0.221751608
0.363180261,0.312628037
0.467024706,0.595326029
0.158692419,0.085207476
0.34466288,0.189023142
0.362563039,0.413559663
0.578166378,0.679092414
0.147566828,0.134581297
0.131001755,0.213770001
0.347137264,0.290873894
0.483047633,0.73259421
0.148573721,0.164064883
0.274081764,0.228456709
0.456278001,0.381508351
0.535893837,0.608424297
0.126957377,0.146394059
0.315541345,0.225181332
0.437263914,0.472280422
0.508799988,0.594847316
0.174145579,0.078847387
0.254857781,0.160784171
0.43953324,0.308173393
0.76205098,0.606474398
0.13588637,0.142818015
0.235906105,0.283715543
0.471407328,0.424732806
0.536590318,0.619073899
0.108340982,0.140298632
0.276178983,0.140918922
0.397496924,0.377485912
0.519745564,0.536345986
0.102820339,0.120792263
0.932021447,0.36219482
0.270933592,0.209923
0.770026516,0.499614984
0.44551855,0.339288912
0.559281003,0.874407286
0.535937822,0.403519027
0.09101344,0.082247612
0.14898972,0.132798845
0.301402664,0.207334323
0.367990074,0.379805709
0.811465135,0.552726267
0.139411493,0.12261552
0.158838308,0.253239314
0.3586351,0.48226967
0.601567131,0.507059617
0.159200351,0.079587988
0.182421644,0.241416627
0.295443863,0.421235649
0.860644047,0.646051867
0.076483207,0.13169844
0.33926233,0.228980172
0.360165674,0.349011672
0.669278684,0.563184909
0.157714139,0.14250391
0.292258118,0.142103435
0.435664757,0.38883075
0.646290328,0.685762165
0.159534418,0.118593791
0.252182645,0.247508491
0.362797268,0.483365859
0.461495881,0.576915815
0.14244703,0.086491644
0.234951443,0.123821515
0.312928606,0.454800709
0.641501666,0.532398783
0.152190306,0.080477646
0.258826544,0.166044921
0.456063708,0.358512023
0.5703404,0.676128525
0.130017603,0.134438072
0.29031785,0.222707498
0.43283462,0.535968501
0.517106576,0.516608844
0.163534736,0.078482562
0.043134456,0.786565503
0.235411234,0.251415598
0.757242853,0.821892668
0.367209775,0.327409843
0.946112179,0.754952253
0.557244687,0.691971343
0.458878242,0.737351746
0.177669585,0.123514109
0.255367473,0.192444757
0.471277348,0.419620702
0.610281779,0.676347644
0.150279646,0.137809687
0.238751676,0.26376062
0.323646528,0.356885008
0.615190336,0.487825252
0.145560326,0.07362431
0.214141888,0.182216366
0.448767892,0.399371891
0.613033755,0.639080923
0.12492072,0.12459586
0.21324147,0.142404205
0.450731608,0.383231264
0.581095066,0.524945407
0.183981851,0.128126186
0.264119992,0.195213478
0.467488669,0.223036634
0.552072728,0.435279881
0.137145791,0.093087182
0.213838114,0.243054951
0.358385775,0.37438321
0.482307522,0.922048857
0.175624221,0.113895225
0.271488776,0.121519653
0.30497614,0.462237739
0.668852607,0.643352698
0.119330743,0.118690833
0.183245928,0.329074954
0.374356556,0.283396947
0.626347358,0.712888338
0.141915443,0.089094801
0.192885381,0.25253024
0.30392303,0.492783832
0.51095515,0.701143869
0.171260793,0.123306188
0.135520114,0.604509231
0.310341482,0.241247803
0.159148718,0.892426223
0.303894209,0.367563412
0.515756193,0.391690971
0.686436198,0.622782408
0.273342171,0.731403953
0.116551582,0.104498096
0.244356025,0.26062016
0.33409018,0.485670058
0.757411491,0.509094443
0.17001778,0.11112829
0.311061145,0.194959292
0.470547936,0.447289177
0.592981984,0.692446168
0.113741097,0.144713961
0.276321825,0.293043722
0.384338911,0.356419737
0.579401042,0.629385786
0.117822574,0.066460046
0.237108768,0.183302501
0.345608426,0.328685485
0.520250668,0.449139329
0.194785391,0.105259663
0.233763954,0.160310066
0.31002724,0.263866763
0.674710825,0.371499011
0.193759468,0.130710622
0.277951477,0.133049623
0.373294937,0.460242077
0.559835697,0.702526848
0.109805532,0.106592587
0.275932963,0.300107683
0.44421219,0.386321463
0.541058996,0.605854492
0.158175176,0.086445612
0.333180041,0.270147766
0.459590483,0.302130435
0.614087036,0.78398566
0.134153784,0.072299144
0.206088827,0.248546066
0.338633835,0.410212973
0.635713934,0.56997017
0.105953296,0.120390212
0.453857378,0.536970314
0.244428683,0.291428809
0.041788472,0.583454513
0.270734996,0.327052832
0.60078478,0.582791756
0.664879345,0.697829049
0.913258388,0.644094456
0.118823179,0.073781955
0.306609618,0.290641148
0.414948522,0.285079076
0.800603239,0.586574501
0.146293767,0.10513408
0.238126223,0.166320216
0.277399458,0.413881674
0.563628175,0.80334255
0.141406171,0.131686814
0.318541216,0.183546402
0.339577995,0.359829866
0.722721319,0.61630849
0.140379476,0.123127661
0.288230677,0.241414194
0.360896631,0.283288548
0.529963502,0.385118306
0.151635626,0.073713696
0.251114503,0.303921645
0.508783189,0.294242803
0.534985419,0.698810183
